No,ImageName,LogoDetect
0,_s1682525441.jpg,0
1,_1684475550.jpg,0
2,_1682470611.jpg,0
3,_1682675275.jpg,0
4,_1684247557.jpg,1
5,_1684375254.jpg,0
6,_1684491758.jpg,0
7,image_2.jpg,0
8,_1683614756.jpg,1
9,_1682675457.jpg,0
10,_1684375428.jpg,1
11,_1682485965.jpg,0
12,_1682675769.jpg,0
